"studentnummer","sexe","etniciteit","huiswerk","schooltype","wiskundetoets","voldoende"
92,"vrouw","blank",1,"prive openbaar (geen religie)",63.1199989318848,"wiskundetoets WEL gehaald"
3,"man","blank",1,"prive openbaar (geen religie)",65.7699966430664,"wiskundetoets WEL gehaald"
5,"man","blank",1,"prive openbaar (geen religie)",46.9199981689453,"wiskundetoets niet gehaald"
24,"man","blank",1,"prive openbaar (geen religie)",61.8699989318848,"wiskundetoets WEL gehaald"
34,"man","blank",1,"prive openbaar (geen religie)",50.0200004577637,"wiskundetoets niet gehaald"
39,"man","blank",1,"prive openbaar (geen religie)",55.9799995422363,"wiskundetoets WEL gehaald"
70,"man","blank",1,"prive openbaar (geen religie)",37.3499984741211,"wiskundetoets niet gehaald"
71,"man","blank",1,"prive openbaar (geen religie)",51.3400001525879,"wiskundetoets niet gehaald"
81,"man","blank",1,"prive openbaar (geen religie)",49.939998626709,"wiskundetoets niet gehaald"
93,"man","blank",1,"prive openbaar (geen religie)",44.4900016784668,"wiskundetoets niet gehaald"
49,"man","blank",1,"prive openbaar (geen religie)",66.5800018310547,"wiskundetoets WEL gehaald"
61,"man","blank",1,"prive openbaar (geen religie)",65.3300018310547,"wiskundetoets WEL gehaald"
83,"man","Aziatisch",1,"prive openbaar (geen religie)",61.7999992370605,"wiskundetoets WEL gehaald"
97,"man","blank",1,"prive openbaar (geen religie)",64.2300033569336,"wiskundetoets WEL gehaald"
99,"man","blank",1,"prive openbaar (geen religie)",64.5199966430664,"wiskundetoets WEL gehaald"
9,"vrouw","zwart",1,"prive katholiek",47.2900009155273,"wiskundetoets niet gehaald"
23,"vrouw","blank",1,"prive katholiek",66.5100021362305,"wiskundetoets WEL gehaald"
29,"vrouw","blank",1,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
31,"vrouw","blank",1,"prive katholiek",66.5800018310547,"wiskundetoets WEL gehaald"
34,"man","blank",1,"prive katholiek",44.3499984741211,"wiskundetoets niet gehaald"
36,"vrouw","blank",1,"prive katholiek",41.9900016784668,"wiskundetoets niet gehaald"
91,"vrouw","blank",1,"prive katholiek",50.5299987792969,"wiskundetoets niet gehaald"
94,"vrouw","blank",1,"prive katholiek",57.1599998474121,"wiskundetoets WEL gehaald"
11,"man","Zuid-Amerikaans",1,"prive katholiek",37.4199981689453,"wiskundetoets niet gehaald"
30,"vrouw","blank",1,"prive katholiek",66.5100021362305,"wiskundetoets WEL gehaald"
43,"man","blank",1,"prive katholiek",68.870002746582,"wiskundetoets WEL gehaald"
57,"man","blank",1,"prive katholiek",61.939998626709,"wiskundetoets WEL gehaald"
64,"vrouw","Zuid-Amerikaans",1,"prive katholiek",43.0900001525879,"wiskundetoets niet gehaald"
69,"man","blank",1,"prive katholiek",38.6800003051758,"wiskundetoets niet gehaald"
75,"vrouw","blank",1,"prive katholiek",40,"wiskundetoets niet gehaald"
88,"vrouw","blank",1,"prive katholiek",39.6300010681152,"wiskundetoets niet gehaald"
90,"man","blank",1,"prive katholiek",53.5499992370605,"wiskundetoets niet gehaald"
30,"vrouw","blank",1,"prive katholiek",51.4900016784668,"wiskundetoets niet gehaald"
37,"vrouw","blank",1,"prive katholiek",59.5900001525879,"wiskundetoets WEL gehaald"
41,"man","blank",1,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
81,"vrouw","blank",1,"prive katholiek",52.5200004577637,"wiskundetoets niet gehaald"
83,"man","blank",1,"prive katholiek",54.7999992370605,"wiskundetoets niet gehaald"
91,"man","blank",1,"prive katholiek",65.5500030517578,"wiskundetoets WEL gehaald"
60,"man","blank",1,"prive katholiek",63.3400001525879,"wiskundetoets WEL gehaald"
68,"vrouw","blank",1,"prive katholiek",40.5900001525879,"wiskundetoets niet gehaald"
90,"man","blank",1,"prive katholiek",39.0400009155273,"wiskundetoets niet gehaald"
19,"man","blank",1,"prive katholiek",47.7299995422363,"wiskundetoets niet gehaald"
54,"man","blank",1,"prive katholiek",39.0400009155273,"wiskundetoets niet gehaald"
62,"man","blank",1,"prive katholiek",46.189998626709,"wiskundetoets niet gehaald"
67,"man","blank",1,"prive katholiek",49.060001373291,"wiskundetoets niet gehaald"
75,"vrouw","blank",1,"prive katholiek",51.3400001525879,"wiskundetoets niet gehaald"
91,"man","blank",1,"prive katholiek",56.6399993896484,"wiskundetoets WEL gehaald"
13,"vrouw","blank",1,"prive katholiek",56.1300010681152,"wiskundetoets WEL gehaald"
15,"man","blank",1,"prive katholiek",61.8699989318848,"wiskundetoets WEL gehaald"
19,"man","blank",1,"prive katholiek",53.8400001525879,"wiskundetoets niet gehaald"
30,"man","blank",1,"prive katholiek",45.4500007629395,"wiskundetoets niet gehaald"
62,"vrouw","blank",1,"prive katholiek",60.9099998474121,"wiskundetoets WEL gehaald"
75,"vrouw","blank",1,"prive katholiek",43.4599990844727,"wiskundetoets niet gehaald"
99,"man","blank",1,"prive katholiek",59.810001373291,"wiskundetoets WEL gehaald"
16,"vrouw","blank",1,"prive katholiek",57.2299995422363,"wiskundetoets WEL gehaald"
24,"vrouw","blank",1,"prive katholiek",49.1300010681152,"wiskundetoets niet gehaald"
40,"man","Zuid-Amerikaans",1,"prive katholiek",70.0400009155273,"wiskundetoets WEL gehaald"
42,"man","zwart",1,"prive katholiek",46.7799987792969,"wiskundetoets niet gehaald"
50,"vrouw","blank",1,"prive katholiek",53.7000007629395,"wiskundetoets niet gehaald"
54,"man","blank",1,"prive katholiek",49.3499984741211,"wiskundetoets niet gehaald"
57,"man","blank",1,"prive katholiek",54.0699996948242,"wiskundetoets niet gehaald"
58,"vrouw","blank",1,"prive katholiek",45.5999984741211,"wiskundetoets niet gehaald"
66,"vrouw","blank",1,"prive katholiek",59.5099983215332,"wiskundetoets WEL gehaald"
67,"man","blank",1,"prive katholiek",58.4099998474121,"wiskundetoets WEL gehaald"
74,"vrouw","blank",1,"prive katholiek",39.7099990844727,"wiskundetoets niet gehaald"
91,"man","blank",1,"prive katholiek",39.6300010681152,"wiskundetoets niet gehaald"
92,"vrouw","blank",1,"prive katholiek",44.2700004577637,"wiskundetoets niet gehaald"
95,"man","blank",1,"prive katholiek",54.8800010681152,"wiskundetoets niet gehaald"
17,"vrouw","blank",1,"prive katholiek",61.1300010681152,"wiskundetoets WEL gehaald"
19,"man","blank",1,"prive katholiek",53.7000007629395,"wiskundetoets niet gehaald"
25,"man","blank",1,"prive katholiek",51.7099990844727,"wiskundetoets niet gehaald"
29,"vrouw","blank",1,"prive katholiek",40.8899993896484,"wiskundetoets niet gehaald"
54,"vrouw","blank",1,"prive katholiek",47.810001373291,"wiskundetoets niet gehaald"
64,"vrouw","blank",1,"prive katholiek",51.3400001525879,"wiskundetoets niet gehaald"
66,"vrouw","blank",1,"prive katholiek",53.1100006103516,"wiskundetoets niet gehaald"
68,"vrouw","blank",1,"prive katholiek",47.1399993896484,"wiskundetoets niet gehaald"
80,"vrouw","blank",1,"prive katholiek",42.8699989318848,"wiskundetoets niet gehaald"
95,"vrouw","blank",1,"prive katholiek",53.7000007629395,"wiskundetoets niet gehaald"
1,"vrouw","zwart",1,"prive katholiek",34.9199981689453,"wiskundetoets niet gehaald"
3,"vrouw","blank",1,"prive katholiek",41.9900016784668,"wiskundetoets niet gehaald"
28,"man","blank",1,"prive katholiek",45.5200004577637,"wiskundetoets niet gehaald"
34,"vrouw","Zuid-Amerikaans",1,"prive katholiek",42.3600006103516,"wiskundetoets niet gehaald"
43,"vrouw","blank",1,"prive katholiek",37.1300010681152,"wiskundetoets niet gehaald"
50,"vrouw","Zuid-Amerikaans",1,"prive katholiek",36.1699981689453,"wiskundetoets niet gehaald"
54,"vrouw","zwart",1,"prive katholiek",43.2400016784668,"wiskundetoets niet gehaald"
59,"vrouw","blank",1,"prive katholiek",51.3400001525879,"wiskundetoets niet gehaald"
60,"vrouw","blank",1,"prive katholiek",41.9199981689453,"wiskundetoets niet gehaald"
67,"man","blank",1,"prive katholiek",48.0999984741211,"wiskundetoets niet gehaald"
69,"man","blank",1,"prive katholiek",40.6599998474121,"wiskundetoets niet gehaald"
72,"vrouw","zwart",1,"prive katholiek",38.5999984741211,"wiskundetoets niet gehaald"
78,"vrouw","blank",1,"prive katholiek",58.6300010681152,"wiskundetoets WEL gehaald"
80,"vrouw","blank",1,"prive katholiek",57.5299987792969,"wiskundetoets WEL gehaald"
81,"vrouw","blank",1,"prive katholiek",46.7799987792969,"wiskundetoets niet gehaald"
85,"man","blank",1,"prive katholiek",42.060001373291,"wiskundetoets niet gehaald"
91,"vrouw","blank",1,"prive katholiek",36.4700012207031,"wiskundetoets niet gehaald"
94,"man","Zuid-Amerikaans",1,"prive katholiek",63.3400001525879,"wiskundetoets WEL gehaald"
98,"vrouw","Zuid-Amerikaans",1,"prive katholiek",52.5200004577637,"wiskundetoets niet gehaald"
1,"man","blank",1,"prive andere religie",47.7299995422363,"wiskundetoets niet gehaald"
23,"vrouw","blank",1,"prive andere religie",64.1500015258789,"wiskundetoets WEL gehaald"
24,"vrouw","blank",1,"prive andere religie",66.5100021362305,"wiskundetoets WEL gehaald"
32,"vrouw","blank",1,"prive andere religie",55.1699981689453,"wiskundetoets WEL gehaald"
46,"man","blank",1,"prive andere religie",58.3400001525879,"wiskundetoets WEL gehaald"
58,"man","blank",1,"prive andere religie",43.1699981689453,"wiskundetoets niet gehaald"
6,"vrouw","blank",1,"prive openbaar (geen religie)",59.5099983215332,"wiskundetoets WEL gehaald"
18,"vrouw","blank",1,"prive openbaar (geen religie)",65.6999969482422,"wiskundetoets WEL gehaald"
32,"vrouw","blank",1,"prive openbaar (geen religie)",54.7999992370605,"wiskundetoets niet gehaald"
74,"vrouw","blank",1,"prive openbaar (geen religie)",54.7999992370605,"wiskundetoets niet gehaald"
79,"vrouw","Zuid-Amerikaans",1,"prive openbaar (geen religie)",68.9400024414062,"wiskundetoets WEL gehaald"
80,"vrouw","blank",1,"prive openbaar (geen religie)",63.1199989318848,"wiskundetoets WEL gehaald"
0,"man","blank",1,"prive openbaar (geen religie)",65.3300018310547,"wiskundetoets WEL gehaald"
2,"man","blank",1,"prive openbaar (geen religie)",67.7600021362305,"wiskundetoets WEL gehaald"
13,"man","Aziatisch",1,"prive openbaar (geen religie)",67.7600021362305,"wiskundetoets WEL gehaald"
34,"man","zwart",1,"prive openbaar (geen religie)",71.2200012207031,"wiskundetoets WEL gehaald"
43,"man","blank",1,"prive openbaar (geen religie)",62.0900001525879,"wiskundetoets WEL gehaald"
56,"man","blank",1,"prive openbaar (geen religie)",60.7700004577637,"wiskundetoets WEL gehaald"
76,"man","blank",1,"prive openbaar (geen religie)",64.3000030517578,"wiskundetoets WEL gehaald"
87,"man","blank",1,"prive openbaar (geen religie)",66.6600036621094,"wiskundetoets WEL gehaald"
89,"man","blank",1,"prive openbaar (geen religie)",67.9800033569336,"wiskundetoets WEL gehaald"
1,"vrouw","blank",1,"prive andere religie",66.5800018310547,"wiskundetoets WEL gehaald"
4,"vrouw","blank",1,"prive andere religie",62.9799995422363,"wiskundetoets WEL gehaald"
17,"man","Aziatisch",1,"prive andere religie",49.6500015258789,"wiskundetoets niet gehaald"
18,"man","blank",1,"prive andere religie",64.3000030517578,"wiskundetoets WEL gehaald"
46,"man","blank",1,"prive andere religie",67.7600021362305,"wiskundetoets WEL gehaald"
51,"man","blank",1,"prive andere religie",67.9800033569336,"wiskundetoets WEL gehaald"
82,"man","blank",1,"prive andere religie",64.5199966430664,"wiskundetoets WEL gehaald"
92,"vrouw","zwart",1,"prive andere religie",65.4100036621094,"wiskundetoets WEL gehaald"
97,"man","zwart",1,"prive andere religie",55.0200004577637,"wiskundetoets WEL gehaald"
2,"man","Zuid-Amerikaans",1,"prive katholiek",30.3600006103516,"wiskundetoets niet gehaald"
12,"man","blank",1,"prive katholiek",67.6900024414062,"wiskundetoets WEL gehaald"
15,"vrouw","Aziatisch",1,"prive katholiek",66.5800018310547,"wiskundetoets WEL gehaald"
17,"vrouw","Aziatisch",1,"prive katholiek",44.4199981689453,"wiskundetoets niet gehaald"
18,"man","blank",1,"prive katholiek",46.6300010681152,"wiskundetoets niet gehaald"
41,"man","Aziatisch",1,"prive katholiek",53.7700004577637,"wiskundetoets niet gehaald"
46,"vrouw","Zuid-Amerikaans",1,"prive katholiek",60.9099998474121,"wiskundetoets WEL gehaald"
52,"vrouw","Zuid-Amerikaans",1,"prive katholiek",54.8800010681152,"wiskundetoets niet gehaald"
65,"vrouw","blank",1,"prive katholiek",38.5299987792969,"wiskundetoets niet gehaald"
70,"vrouw","blank",1,"prive katholiek",48.9799995422363,"wiskundetoets niet gehaald"
81,"man","Zuid-Amerikaans",1,"prive katholiek",40.0800018310547,"wiskundetoets niet gehaald"
84,"man","Aziatisch",1,"prive katholiek",49.1300010681152,"wiskundetoets niet gehaald"
86,"vrouw","Aziatisch",1,"prive katholiek",66.5800018310547,"wiskundetoets WEL gehaald"
96,"vrouw","Zuid-Amerikaans",1,"prive katholiek",43.3899993896484,"wiskundetoets niet gehaald"
18,"vrouw","blank",1,"prive katholiek",57.1599998474121,"wiskundetoets WEL gehaald"
21,"vrouw","blank",1,"prive katholiek",47.9500007629395,"wiskundetoets niet gehaald"
25,"man","Aziatisch",1,"prive katholiek",40.810001373291,"wiskundetoets niet gehaald"
53,"vrouw","blank",1,"prive katholiek",40.810001373291,"wiskundetoets niet gehaald"
68,"vrouw","blank",1,"prive katholiek",47.8800010681152,"wiskundetoets niet gehaald"
85,"man","blank",1,"prive katholiek",51.3400001525879,"wiskundetoets niet gehaald"
7,"man","blank",1,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
34,"man","blank",1,"prive katholiek",60.689998626709,"wiskundetoets WEL gehaald"
74,"man","blank",1,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
82,"vrouw","blank",1,"prive katholiek",57.1599998474121,"wiskundetoets WEL gehaald"
89,"man","blank",1,"prive katholiek",50.6100006103516,"wiskundetoets niet gehaald"
99,"man","blank",1,"prive katholiek",61.060001373291,"wiskundetoets WEL gehaald"
1,"man","Zuid-Amerikaans",1,"prive katholiek",44.2700004577637,"wiskundetoets niet gehaald"
2,"man","Zuid-Amerikaans",1,"prive katholiek",40.1500015258789,"wiskundetoets niet gehaald"
14,"vrouw","Zuid-Amerikaans",1,"prive katholiek",54.7999992370605,"wiskundetoets niet gehaald"
26,"vrouw","Zuid-Amerikaans",1,"prive katholiek",43.1699981689453,"wiskundetoets niet gehaald"
28,"man","Zuid-Amerikaans",1,"prive katholiek",40.9599990844727,"wiskundetoets niet gehaald"
29,"vrouw","Zuid-Amerikaans",1,"prive katholiek",54.0699996948242,"wiskundetoets niet gehaald"
60,"man","Zuid-Amerikaans",1,"prive katholiek",44.3499984741211,"wiskundetoets niet gehaald"
63,"vrouw","Zuid-Amerikaans",1,"prive katholiek",41.1800003051758,"wiskundetoets niet gehaald"
69,"vrouw","Zuid-Amerikaans",1,"prive katholiek",47.6599998474121,"wiskundetoets niet gehaald"
81,"vrouw","Zuid-Amerikaans",1,"prive katholiek",48.4700012207031,"wiskundetoets niet gehaald"
20,"vrouw","zwart",1,"prive katholiek",39.6300010681152,"wiskundetoets niet gehaald"
71,"vrouw","zwart",1,"prive katholiek",41.9199981689453,"wiskundetoets niet gehaald"
75,"vrouw","zwart",1,"prive katholiek",53.8400001525879,"wiskundetoets niet gehaald"
88,"vrouw","zwart",1,"prive katholiek",41.1100006103516,"wiskundetoets niet gehaald"
19,"man","blank",1,"prive katholiek",53.7700004577637,"wiskundetoets niet gehaald"
31,"vrouw","blank",1,"prive katholiek",40.9599990844727,"wiskundetoets niet gehaald"
35,"vrouw","blank",1,"prive katholiek",40.7400016784668,"wiskundetoets niet gehaald"
40,"man","blank",1,"prive katholiek",42.2799987792969,"wiskundetoets niet gehaald"
83,"vrouw","blank",1,"prive katholiek",63.0499992370605,"wiskundetoets WEL gehaald"
85,"vrouw","blank",1,"prive katholiek",55.1699981689453,"wiskundetoets WEL gehaald"
10,"vrouw","blank",1,"prive andere religie",49.2099990844727,"wiskundetoets niet gehaald"
66,"vrouw","blank",1,"prive andere religie",51.4099998474121,"wiskundetoets niet gehaald"
90,"vrouw","blank",1,"prive andere religie",52.5200004577637,"wiskundetoets niet gehaald"
3,"vrouw","Aziatisch",1,"publiek",42.060001373291,"wiskundetoets niet gehaald"
9,"man","blank",1,"publiek",59.5900001525879,"wiskundetoets WEL gehaald"
12,"man","blank",1,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
49,"vrouw","blank",1,"publiek",54.8800010681152,"wiskundetoets niet gehaald"
58,"man","blank",1,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
87,"vrouw","blank",1,"publiek",40.8899993896484,"wiskundetoets niet gehaald"
3,"man","Zuid-Amerikaans",1,"publiek",33.8899993896484,"wiskundetoets niet gehaald"
32,"vrouw","zwart",1,"publiek",36.1699981689453,"wiskundetoets niet gehaald"
84,"man","Zuid-Amerikaans",1,"publiek",40.2200012207031,"wiskundetoets niet gehaald"
3,"man","blank",1,"publiek",34.3300018310547,"wiskundetoets niet gehaald"
15,"man","Zuid-Amerikaans",1,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
17,"vrouw","blank",1,"publiek",68.870002746582,"wiskundetoets WEL gehaald"
24,"man","blank",1,"publiek",59.5099983215332,"wiskundetoets WEL gehaald"
31,"man","blank",1,"publiek",40.8899993896484,"wiskundetoets niet gehaald"
68,"vrouw","blank",1,"publiek",58.8499984741211,"wiskundetoets WEL gehaald"
83,"vrouw","blank",1,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
95,"man","blank",1,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"publiek",41.25,"wiskundetoets niet gehaald"
23,"vrouw","blank",1,"publiek",53.9900016784668,"wiskundetoets niet gehaald"
24,"vrouw","Indiaan/Alaska",1,"publiek",59.810001373291,"wiskundetoets WEL gehaald"
43,"man","blank",1,"publiek",51.9300003051758,"wiskundetoets niet gehaald"
46,"man","blank",1,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
69,"vrouw","blank",1,"publiek",43.4599990844727,"wiskundetoets niet gehaald"
80,"man","blank",1,"publiek",59.5900001525879,"wiskundetoets WEL gehaald"
86,"man","blank",1,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
0,"man","zwart",1,"publiek",41.1100006103516,"wiskundetoets niet gehaald"
19,"man","blank",1,"publiek",44.6399993896484,"wiskundetoets niet gehaald"
20,"vrouw","zwart",1,"publiek",45.8199996948242,"wiskundetoets niet gehaald"
28,"man","blank",1,"publiek",39.9300003051758,"wiskundetoets niet gehaald"
55,"vrouw","Zuid-Amerikaans",1,"publiek",44.3499984741211,"wiskundetoets niet gehaald"
58,"vrouw","zwart",1,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
60,"vrouw","Zuid-Amerikaans",1,"publiek",45.5999984741211,"wiskundetoets niet gehaald"
61,"man","Zuid-Amerikaans",1,"publiek",45.5999984741211,"wiskundetoets niet gehaald"
64,"man","blank",1,"publiek",44.5699996948242,"wiskundetoets niet gehaald"
73,"vrouw","Zuid-Amerikaans",1,"publiek",45.8199996948242,"wiskundetoets niet gehaald"
83,"vrouw","blank",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
85,"vrouw","zwart",1,"publiek",48.3199996948242,"wiskundetoets niet gehaald"
87,"vrouw","blank",1,"publiek",38.5999984741211,"wiskundetoets niet gehaald"
96,"man","Zuid-Amerikaans",1,"publiek",41.9900016784668,"wiskundetoets niet gehaald"
1,"vrouw","zwart",1,"publiek",43.2400016784668,"wiskundetoets niet gehaald"
8,"man","zwart",1,"publiek",37.2000007629395,"wiskundetoets niet gehaald"
12,"vrouw","zwart",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
15,"man","zwart",1,"publiek",44.2700004577637,"wiskundetoets niet gehaald"
30,"vrouw","zwart",1,"publiek",45.6699981689453,"wiskundetoets niet gehaald"
44,"man","zwart",1,"publiek",36.7599983215332,"wiskundetoets niet gehaald"
51,"man","Zuid-Amerikaans",1,"publiek",38.3800010681152,"wiskundetoets niet gehaald"
53,"man","zwart",1,"publiek",39.560001373291,"wiskundetoets niet gehaald"
70,"vrouw","zwart",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
75,"man","zwart",1,"publiek",54.7299995422363,"wiskundetoets niet gehaald"
76,"vrouw","zwart",1,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
77,"vrouw","zwart",1,"publiek",39.6300010681152,"wiskundetoets niet gehaald"
85,"man","zwart",1,"publiek",57.1599998474121,"wiskundetoets WEL gehaald"
6,"man","blank",1,"publiek",39.9300003051758,"wiskundetoets niet gehaald"
21,"vrouw","blank",1,"publiek",45.4500007629395,"wiskundetoets niet gehaald"
25,"vrouw","blank",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
40,"man","blank",1,"publiek",44.4199981689453,"wiskundetoets niet gehaald"
44,"man","blank",1,"publiek",70.120002746582,"wiskundetoets WEL gehaald"
47,"vrouw","blank",1,"publiek",66.5800018310547,"wiskundetoets WEL gehaald"
49,"man","blank",1,"publiek",51.6399993896484,"wiskundetoets niet gehaald"
91,"man","blank",1,"publiek",45.8199996948242,"wiskundetoets niet gehaald"
93,"man","blank",1,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
94,"man","blank",1,"publiek",67.7600021362305,"wiskundetoets WEL gehaald"
97,"man","blank",1,"publiek",41.9900016784668,"wiskundetoets niet gehaald"
12,"man","blank",1,"publiek",64.2300033569336,"wiskundetoets WEL gehaald"
23,"vrouw","zwart",1,"publiek",44.939998626709,"wiskundetoets niet gehaald"
26,"vrouw","Zuid-Amerikaans",1,"publiek",40.7400016784668,"wiskundetoets niet gehaald"
31,"man","blank",1,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
32,"man","blank",1,"publiek",50.5299987792969,"wiskundetoets niet gehaald"
67,"man","blank",1,"publiek",51.6399993896484,"wiskundetoets niet gehaald"
68,"vrouw","blank",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
81,"man","blank",1,"publiek",47.8800010681152,"wiskundetoets niet gehaald"
91,"man","blank",1,"publiek",51.7099990844727,"wiskundetoets niet gehaald"
95,"man","blank",1,"publiek",47.7299995422363,"wiskundetoets niet gehaald"
4,"man","blank",1,"publiek",38.3800010681152,"wiskundetoets niet gehaald"
11,"vrouw","blank",1,"publiek",41.8400001525879,"wiskundetoets niet gehaald"
14,"man","blank",1,"publiek",35.3600006103516,"wiskundetoets niet gehaald"
24,"man","blank",1,"publiek",57.75,"wiskundetoets WEL gehaald"
40,"man","blank",1,"publiek",53.7000007629395,"wiskundetoets niet gehaald"
45,"vrouw","blank",1,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
46,"man","blank",1,"publiek",53.7000007629395,"wiskundetoets niet gehaald"
67,"man","Zuid-Amerikaans",1,"publiek",40,"wiskundetoets niet gehaald"
93,"man","blank",1,"publiek",45.5200004577637,"wiskundetoets niet gehaald"
12,"vrouw","zwart",1,"publiek",36.3899993896484,"wiskundetoets niet gehaald"
23,"man","Zuid-Amerikaans",1,"publiek",43.0900001525879,"wiskundetoets niet gehaald"
24,"vrouw","blank",1,"publiek",48.9799995422363,"wiskundetoets niet gehaald"
28,"man","blank",1,"publiek",43.0900001525879,"wiskundetoets niet gehaald"
30,"man","blank",1,"publiek",57.0800018310547,"wiskundetoets WEL gehaald"
33,"man","Zuid-Amerikaans",1,"publiek",39.7799987792969,"wiskundetoets niet gehaald"
36,"man","zwart",1,"publiek",37.3499984741211,"wiskundetoets niet gehaald"
37,"man","blank",1,"publiek",48.9799995422363,"wiskundetoets niet gehaald"
38,"man","blank",1,"publiek",40.810001373291,"wiskundetoets niet gehaald"
62,"vrouw","blank",1,"publiek",36.3899993896484,"wiskundetoets niet gehaald"
70,"vrouw","Indiaan/Alaska",1,"publiek",36.25,"wiskundetoets niet gehaald"
74,"man","Aziatisch",1,"publiek",65.4100036621094,"wiskundetoets WEL gehaald"
89,"man","zwart",1,"publiek",39.7099990844727,"wiskundetoets niet gehaald"
11,"vrouw","blank",1,"publiek",56.4199981689453,"wiskundetoets WEL gehaald"
19,"man","Aziatisch",1,"publiek",35.2900009155273,"wiskundetoets niet gehaald"
22,"man","Zuid-Amerikaans",1,"publiek",33.8199996948242,"wiskundetoets niet gehaald"
25,"vrouw","blank",1,"publiek",35.3600006103516,"wiskundetoets niet gehaald"
36,"vrouw","blank",1,"publiek",66.8000030517578,"wiskundetoets WEL gehaald"
43,"vrouw","blank",1,"publiek",39.8499984741211,"wiskundetoets niet gehaald"
53,"man","Zuid-Amerikaans",1,"publiek",54.2900009155273,"wiskundetoets niet gehaald"
56,"man","blank",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
57,"vrouw","blank",1,"publiek",53.6199989318848,"wiskundetoets niet gehaald"
59,"man","Zuid-Amerikaans",1,"publiek",42.060001373291,"wiskundetoets niet gehaald"
64,"man","blank",1,"publiek",51.7099990844727,"wiskundetoets niet gehaald"
68,"vrouw","blank",1,"publiek",58.3400001525879,"wiskundetoets WEL gehaald"
85,"man","Zuid-Amerikaans",1,"publiek",40.810001373291,"wiskundetoets niet gehaald"
89,"man","Zuid-Amerikaans",1,"publiek",52.5200004577637,"wiskundetoets niet gehaald"
2,"man","blank",1,"publiek",38.6800003051758,"wiskundetoets niet gehaald"
3,"man","blank",1,"publiek",36.4700012207031,"wiskundetoets niet gehaald"
4,"vrouw","blank",1,"publiek",52.6699981689453,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"publiek",41.1100006103516,"wiskundetoets niet gehaald"
32,"vrouw","blank",1,"publiek",38.5999984741211,"wiskundetoets niet gehaald"
42,"vrouw","blank",1,"publiek",65.3300018310547,"wiskundetoets WEL gehaald"
66,"vrouw","blank",1,"publiek",53.5499992370605,"wiskundetoets niet gehaald"
71,"man","blank",1,"publiek",56.1300010681152,"wiskundetoets WEL gehaald"
75,"man","blank",1,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
95,"man","blank",1,"publiek",48.9799995422363,"wiskundetoets niet gehaald"
12,"vrouw","blank",1,"publiek",50.2400016784668,"wiskundetoets niet gehaald"
18,"vrouw","blank",1,"publiek",67.6900024414062,"wiskundetoets WEL gehaald"
29,"man","blank",1,"publiek",34.6300010681152,"wiskundetoets niet gehaald"
30,"man","zwart",1,"publiek",32.560001373291,"wiskundetoets niet gehaald"
31,"man","blank",1,"publiek",58.2599983215332,"wiskundetoets WEL gehaald"
50,"vrouw","blank",1,"publiek",41.9199981689453,"wiskundetoets niet gehaald"
61,"man","blank",1,"publiek",68.9400024414062,"wiskundetoets WEL gehaald"
63,"vrouw","blank",1,"publiek",57.5299987792969,"wiskundetoets WEL gehaald"
64,"vrouw","zwart",1,"publiek",43.3899993896484,"wiskundetoets niet gehaald"
66,"vrouw","blank",1,"publiek",57.310001373291,"wiskundetoets WEL gehaald"
80,"man","blank",1,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
88,"vrouw","zwart",1,"publiek",35.6599998474121,"wiskundetoets niet gehaald"
91,"man","zwart",1,"publiek",35.5800018310547,"wiskundetoets niet gehaald"
99,"man","blank",1,"publiek",57.2299995422363,"wiskundetoets WEL gehaald"
5,"vrouw","blank",1,"publiek",37.2799987792969,"wiskundetoets niet gehaald"
28,"vrouw","blank",1,"publiek",40.9599990844727,"wiskundetoets niet gehaald"
44,"vrouw","blank",1,"publiek",40,"wiskundetoets niet gehaald"
52,"man","Indiaan/Alaska",1,"publiek",41.25,"wiskundetoets niet gehaald"
54,"man","blank",1,"publiek",34.0400009155273,"wiskundetoets niet gehaald"
